title,abstract,link,,authors,date,,,,,,
SOAC: Spatio-Temporal Overlap-Aware Multi-Sensor Calibration using Neural Radiance Fields,"In rapidly-evolving domains such as autonomous driving, the use of multiple sensors with different modalities is crucial to ensure high operational precision and stability. To correctly exploit the provided information by each sensor in a single common frame, it is essential for these sensors to be accurately calibrated. In this paper, we leverage the ability of Neural Radiance Fields (NeRF) to represent different sensors modalities in a common volumetric representation to achieve robust and accurate spatio-temporal sensor calibration. By designing a partitioning approach based on the visible part of the scene for each sensor, we formulate the calibration problem using only the overlapping areas. This strategy results in a more robust and accurate calibration that is less prone to failure. We demonstrate that our approach works on outdoor urban scenes by validating it on multiple established driving datasets. Results show that our method is able to get better accuracy and robustness compared to existing methods.",http://arxiv.org/abs/2311.15803v2,,"Quentin HERAU (Huawei/University Of Burgundy) | Nathan Piasco (Huawei Technologies Ltd.) | Moussab Bennehar (Huawei Noah's Ark Lab) | Luis Guiller,O Roldao Jimenez (Huawei Technologies Ltd.) | Dzmitry Tsishkou (Huawei Technologies Ltd.) | MigniotCyrille (University Of Burgundy) | Mod??lisation Information Syst??mes (Universit?? De Picardie Jules-Verne) | Cedric Demonceaux (Universit?? De Bourgogne)",2023-11-27 13:25:47+00:00,,,,,,
Boosting Neural Representations for Videos with a Conditional Decoder,"Implicit neural representations (INRs) have emerged as a promising approach for video storage and processing, showing remarkable versatility across various video tasks. However, existing methods often fail to fully leverage their representation capabilities, primarily due to inadequate alignment of intermediate features during target frame decoding. This paper introduces a universal boosting framework for current implicit video representation approaches. Specifically, we utilize a conditional decoder with a temporal-aware affine transform module, which uses the frame index as a prior condition to effectively align intermediate features with target frames. Besides, we introduce a sinusoidal NeRV-like block to generate diverse intermediate features and achieve a more balanced parameter distribution, thereby enhancing the model's capacity. With a high-frequency information-preserving reconstruction loss, our approach successfully boosts multiple baseline INRs in the reconstruction quality and convergence speed for video regression, and exhibits superior inpainting and interpolation results. Further, we integrate a consistent entropy minimization technique and develop video codecs based on these boosted INRs. Experiments on the UVG dataset confirm that our enhanced codecs significantly outperform baseline INRs and offer competitive rate-distortion performance compared to traditional and learning-based codecs. Code is available at https://github.com/Xinjie-Q/Boosting-NeRV.",http://arxiv.org/abs/2402.18152v3,,XINJIE ZHANG (The Hong Kong University Of Science And Technology) | Ren Yang (Microsoft Research Asia) | Dailan He (The Chinese University Of Hong Kong) | Xingtong Ge (Beijing Institute Of Technology) | Tongda Xu (Tsinghua University) | Yan Wang (Tsinghua University) | Hongwei Qin (SenseTime Co.) | Jun Zhang (The Hong Kong University Of Science And Technology),2024-02-28 08:32:19+00:00,,,,,,
DIMAT: Decentralized Iterative Merging-And-Training for Deep Learning Models,,,,Nastaran Saadati (Iowa State University) | Minh Pham (New York University) | Nasla Saleem (Iowa State University) | Joshua R. Waite (Iowa State University) | Aditya Balu (Iowa State University) | Zhanhong Jiang (Iowa State University) | Chinmay Hegde (New York University) | Soumik Sarkar (Iowa State University),,,,,,,
Building Optimal Neural Architectures using Interpretable Knowledge,,,,Keith Mills (University Of Alberta) | Fred Han (Huawei Technologies Ltd.) | Mohammad Salameh (Huawei Technologies Canada Ltd.) | Shengyao Lu (University Of Alberta) | CHUNHUA ZHOU (Huawei Technologies Ltd.) | Jiao He (Huawei) | Fengyu Sun (Tongji University) | Di Niu (University Of Alberta),,,,,,,
PREGO: online mistake detection in PRocedural EGOcentric videos,,,,"Alessandro Flaborea (None) | Guido M. D'Amely Di Melendugno (University Of Roma ""La Sapienza"") | Leonardo Plini (Sapienza University Of Rome & INFN) | Luca Scofano (University Of Roma ""La Sapienza"") | Edoardo De Matteis (Sapienza University) | Antonino Furnari (University Of Catania) | Giovanni Maria Farinella (University Of Catania, Italy) | Fabio Galasso (None)",,,,,,,
A General and Efficient Training for Transformer via Token Expansion,,,,Wenxuan Huang (East China Normal University) | Yunhang Shen (Tencent) | Jiao Xie (Xiamen University) | Baochang Zhang (Beihang University) | Gaoqi He (East China Normal University) | Ke Li (Tencent) | Xing Sun (Tencent YouTu Lab) | Shaohui Lin (East China Normal University),,,,,,,
DiffPortrait3D: Single-Portrait Novel View Synthesis with 3D-Aware Diffusion,,,,"Yuming Gu (USC Institute For Creative Technologies, University Of Southern California) | Hongyi Xu (Bytedance) | You Xie (Bytedance) | Guoxian Song (Bytedance Inc) | Yichun Shi (ByteDance) | Di Chang (University Of Southern California) | Jing Yang (USC Institute For Creative Technologies) | Linjie Luo (ByteDance)",,,,,,,
Light the Night: A Multi-Condition Diffusion Framework for Unpaired Low-Light Enhancement in Autonomous Driving,,,,"JINLONG LI (Cleveland State University) | Baolu Li (Cleveland State University) | Zhengzhong Tu (University Of Texas At Austin) | XINYU LIU (Cleveland State University) | Qing Guo (Institute Of High Performance Computing, Singapore, A*STAR) | Felix Juefei Xu (None) | Runsheng Xu (University Of California, Los Angeles) | Hongkai Yu (Cleveland State University)",,,,,,,
MULAN: A Multi Layer Annotated Dataset for Controllable Text-to-Image Generation,,,,Petru-Daniel Tudosiu (Huawei) | Yongxin Yang (Queen Mary University Of London) | Shifeng Zhang (Huawei Technologies Ltd.) | Fei Chen (Huawei Noah's Ark Lab) | Steven McDonagh (University Of Edinburgh) | Gerasimos Lampouras (Huawei Technologies Ltd.) | Ignacio Iacobacci (Huawei Noah's Ark Lab) | Sarah Parisot (Huawei),,,,,,,
MeshPose: Unifying DensePose and 3D Body Mesh reconstruction,,,,Eric-Tuan Le (University College London) | Antonios Kakolyris (Snap) | Petros Koutras (Snap) | Himmy Tam (Snap) | Efstratios Skordos (Snap) | George Papandreou (Snap) | Riza Alp Guler (Snap) | Iasonas Kokkinos (Snap),,,,,,,
SplattingAvatar: Realistic Real-Time Human Avatars with Mesh-Embedded Gaussian Splatting,"We present SplattingAvatar, a hybrid 3D representation of photorealistic human avatars with Gaussian Splatting embedded on a triangle mesh, which renders over 300 FPS on a modern GPU and 30 FPS on a mobile device. We disentangle the motion and appearance of a virtual human with explicit mesh geometry and implicit appearance modeling with Gaussian Splatting. The Gaussians are defined by barycentric coordinates and displacement on a triangle mesh as Phong surfaces. We extend lifted optimization to simultaneously optimize the parameters of the Gaussians while walking on the triangle mesh. SplattingAvatar is a hybrid representation of virtual humans where the mesh represents low-frequency motion and surface deformation, while the Gaussians take over the high-frequency geometry and detailed appearance. Unlike existing deformation methods that rely on an MLP-based linear blend skinning (LBS) field for motion, we control the rotation and translation of the Gaussians directly by mesh, which empowers its compatibility with various animation techniques, e.g., skeletal animation, blend shapes, and mesh editing. Trainable from monocular videos for both full-body and head avatars, SplattingAvatar shows state-of-the-art rendering quality across multiple datasets.",http://arxiv.org/abs/2403.05087v1,,"Zhijing Shao (The Hong Kong University Of Science And Technology (Guangzhou)) | Wang Zhaolong (Tsinghua University) | Zhuang Li (Prometheus Vision Technology Co., Ltd.) | Duotun Wang (The Hong Kong University Of Science And Technology (Guangzhou)) | Xiangru Lin (None) | Yu Zhang (Prometheus Vision Technology Co., Ltd.) | Mingming Fan (Hong Kong University Of Science And Technology) | Zeyu Wang (The Hong Kong University Of Science And Technology (Guangzhou))",2024-03-08 06:28:09+00:00,,,,,,
Describing Differences in Image Sets with Natural Language,"How do two sets of images differ? Discerning set-level differences is crucial for understanding model behaviors and analyzing datasets, yet manually sifting through thousands of images is impractical. To aid in this discovery process, we explore the task of automatically describing the differences between two $\textbf{sets}$ of images, which we term Set Difference Captioning. This task takes in image sets $D_A$ and $D_B$, and outputs a description that is more often true on $D_A$ than $D_B$. We outline a two-stage approach that first proposes candidate difference descriptions from image sets and then re-ranks the candidates by checking how well they can differentiate the two sets. We introduce VisDiff, which first captions the images and prompts a language model to propose candidate descriptions, then re-ranks these descriptions using CLIP. To evaluate VisDiff, we collect VisDiffBench, a dataset with 187 paired image sets with ground truth difference descriptions. We apply VisDiff to various domains, such as comparing datasets (e.g., ImageNet vs. ImageNetV2), comparing classification models (e.g., zero-shot CLIP vs. supervised ResNet), summarizing model failure modes (supervised ResNet), characterizing differences between generative models (e.g., StableDiffusionV1 and V2), and discovering what makes images memorable. Using VisDiff, we are able to find interesting and previously unknown differences in datasets and models, demonstrating its utility in revealing nuanced insights.",http://arxiv.org/abs/2312.02974v1,,"Lisa Dunlap (University Of California, Berkeley) | Yuhui Zhang (Stanford University) | Xiaohan Wang (Stanford University) | Ruiqi Zhong (University Of California Berkeley) | Trevor Darrell (Electrical Engineering & Computer Science Department) | Jacob Steinhardt (University Of California Berkeley) | Joseph Gonzalez (University Of California - Berkeley) | Serena Yeung (Stanford)",2023-12-05 18:59:16+00:00,,,,,,
